timestamp,rssi,sc0_re,sc0_im,sc1_re,sc1_im,sc2_re,sc2_im,sc3_re,sc3_im,sc4_re,sc4_im,sc5_re,sc5_im,sc6_re,sc6_im,sc7_re,sc7_im,sc8_re,sc8_im,sc9_re,sc9_im,sc10_re,sc10_im,sc11_re,sc11_im,sc12_re,sc12_im,sc13_re,sc13_im,sc14_re,sc14_im,sc15_re,sc15_im,sc16_re,sc16_im,sc17_re,sc17_im,sc18_re,sc18_im,sc19_re,sc19_im,sc20_re,sc20_im,sc21_re,sc21_im,sc22_re,sc22_im,sc23_re,sc23_im,sc24_re,sc24_im,sc25_re,sc25_im,sc26_re,sc26_im,sc27_re,sc27_im,sc28_re,sc28_im,sc29_re,sc29_im,sc30_re,sc30_im,sc31_re,sc31_im,sc32_re,sc32_im,sc33_re,sc33_im,sc34_re,sc34_im,sc35_re,sc35_im,sc36_re,sc36_im,sc37_re,sc37_im,sc38_re,sc38_im,sc39_re,sc39_im,sc40_re,sc40_im,sc41_re,sc41_im,sc42_re,sc42_im,sc43_re,sc43_im,sc44_re,sc44_im,sc45_re,sc45_im,sc46_re,sc46_im,sc47_re,sc47_im,sc48_re,sc48_im,sc49_re,sc49_im,sc50_re,sc50_im,sc51_re,sc51_im,sc52_re,sc52_im,sc53_re,sc53_im,sc54_re,sc54_im,sc55_re,sc55_im,sc56_re,sc56_im,sc57_re,sc57_im,sc58_re,sc58_im,sc59_re,sc59_im,sc60_re,sc60_im,sc61_re,sc61_im,sc62_re,sc62_im,sc63_re,sc63_im
64,-40,1.9311529,6.45266,1.3636739,5.531503,0.90564007,4.6433654,0.55205667,3.8197236,0.29257548,3.0885663,0.112256415,2.4731278,-0.007422211,1.9908867,-0.08737741,1.6528516,-0.1496214,1.4631885,-0.21593042,1.4192114,-0.30656025,1.511706,-0.43908405,1.7256021,-0.6274197,2.040904,-0.88110596,2.4338818,-1.2048581,2.878386,-1.5984375,3.3472683,-2.0568323,3.8137946,-2.570729,4.252964,-3.1272564,4.642707,-3.710934,4.9648247,-4.304777,5.2056894,-4.8914824,5.3566475,-5.4546146,5.4140944,-5.9797244,5.3792377,-6.455327,5.257596,-6.8736672,5.058247,-7.2312384,4.7928615,-7.5290112,4.4746475,-7.77237,4.117235,-7.9707227,3.7335737,-8.136869,3.334917,-8.286104,2.9300146,-8.435152,2.5244732,-8.600977,2.1203878,-8.799547,1.7162596,-9.044649,1.3072027,-9.346806,0.8854102,-9.712343,0.44084737,-10.142754,-0.03781478,-10.634295,-0.5621787,-11.177915,-1.14302,-11.759509,-1.7891896,-12.360497,-2.506599,-12.958639,-3.297359,-13.52915,-4.159165,-14.045947,-5.084871,-14.483044,-6.0624266,-14.815924,-7.07512,-15.022904,-8.102064,-15.08636,-9.119042,-14.993725,-10.099542,-14.738251,-11.016037,-14.319464,-11.841298,-13.743276,-12.549818,-13.021745,-13.119201,-12.172525,-13.531355,-11.218012,-13.773586,-10.184231,-13.839379,-9.099517,-13.728917,-7.993125,-13.449182,-6.8937745,-13.01381,-5.828212,-12.442524,-4.8199763,-11.760274,-3.8882756,-10.99608
65,-41,1.7052497,6.1424856,1.1774046,5.223289,0.7577114,4.345754,0.43964377,3.5407655,0.21147743,2.8354034,0.057114746,2.251734,-0.04285734,1.8058494,-0.10994444,1.5072356,-0.16642618,1.3584666,-0.23402326,1.3552712,-0.3326294,1.4869376,-0.47917834,1.7370385,-0.68671894,2.0844345,-0.96374446,2.5044951,-1.313811,2.970447,-1.7354776,3.4548147,-2.2225459,3.930815,-2.7646039,4.373674,-3.3478115,4.7617726,-3.9559016,5.0775537,-4.571315,5.3081717,-5.1763935,5.445822,-5.7545757,5.487766,-6.291491,5.4360337,-6.7759275,5.2968826,-7.200533,5.0799785,-7.562306,4.7974243,-7.8627667,4.4626765,-8.107837,4.089432,-8.307387,3.690523,-8.474585,3.276951,-8.624938,2.857098,-8.775202,2.4361324,-8.942195,2.0157003,-9.141551,1.5938905,-9.386562,1.1654931,-9.687089,0.7225084,-10.048727,0.25488338,-10.472176,-0.24853274,-10.952906,-0.79895395,-11.481149,-1.4065583,-12.042219,-2.0794082,-12.617117,-2.8224638,-13.18342,-3.6367686,-13.716414,-4.518887,-14.190362,-5.4605374,-14.579901,-6.4485993,-14.861405,-7.4654155,-15.014322,-8.489342,-15.022353,-9.495647,-14.874391,-10.457586,-14.56523,-11.347715,-14.095932,-12.139202,-13.473878,-12.8072605,-12.7124405,-13.330506,-11.830397,-13.692126,-10.850986,-13.880903,-9.800775,-13.891948,-8.708296,-13.727121,-7.6026607,-13.395093,-6.512103,-12.911092,-5.462563,-12.296265,-4.476502,-11.576771,-3.5718307,-10.782562
66,-41,1.4955456,5.8376365,1.0067967,4.9234586,0.6244131,4.0594378,0.34037188,3.2757802,0.14162438,2.598582,0.010979652,2.0486648,-0.071789615,1.6406832,-0.12869278,1.382561,-0.18218824,1.275265,-0.2538526,1.3129394,-0.36313167,1.483387,-0.52624255,1.7688613,-0.7552973,2.1471233,-1.0576863,2.5926955,-1.4357693,3.078254,-1.8868719,3.5760574,-2.4036014,4.059346,-2.974447,4.5036383,-3.5846155,4.887827,-4.217079,5.1950536,-4.853735,5.4132934,-5.476609,5.5356264,-6.069049,5.5601993,-6.6168118,5.4898853,-7.108983,5.331672,-7.538647,5.0958138,-7.903336,4.7948375,-8.205133,4.4424353,-8.450497,4.0523467,-8.649777,3.6372886,-8.816498,3.2079961,-8.966368,2.7724783,-9.116168,2.3354733,-9.2825575,1.8981885,-9.48084,1.4583199,-9.723785,1.010354,-10.020617,0.5461308,-10.376209,0.055609997,-10.790483,-0.4721494,-11.258162,-1.0479428,-11.768808,-1.681327,-12.307196,-2.3795588,-12.8539715,-3.1466417,-13.386588,-3.982557,-13.880465,-4.882756,-14.310266,-5.8378553,-14.6513195,-6.833711,-14.880937,-7.8517804,-14.979729,-8.869731,-14.932744,-9.862398,-14.730357,-10.80289,-14.368873,-11.663919,-13.850869,-12.419144,-13.185157,-13.044578,-12.386364,-13.5199175,-11.474309,-13.82968,-10.472995,-13.964169,-9.409438,-13.920136,-8.312273,-13.701133,-7.210375,-13.317495,-6.1314006,-12.786009,-5.100408,-12.129204,-4.138714,-11.374384,-3.2628732,-10.552342
67,-42,1.3016796,5.5394516,0.8512975,4.633276,0.5050139,3.7855828,0.25334772,3.0258088,0.0819808,2.3789842,-0.027301176,1.8646231,-0.09545971,1.4958953,-0.14492111,1.2791315,-0.19823265,1.2136759,-0.27673757,1.2920929,-0.39934957,1.5007236,-0.58149344,1.8205408,-0.8342767,2.2282503,-1.1639384,2.6975985,-1.5716004,3.2007709,-2.053335,3.7098327,-2.6005485,4.198125,-3.2006338,4.641515,-3.8378665,5.0194764,-4.4944863,5.3159018,-5.1518793,5.5196233,-5.791799,5.624641,-6.3975444,5.630012,-6.9550376,5.539456,-7.453698,5.3606915,-7.8870835,5.1045613,-8.253277,4.783999,-8.554943,4.4129167,-8.799089,4.0050883,-8.996542,3.5730965,-9.161178,3.1274023,-9.308899,2.67564,-9.456505,2.222122,-9.620491,1.767627,-9.815803,1.309472,-10.054704,0.84186786,-10.34579,0.3565211,-10.693216,-0.1565669,-11.096159,-0.70809686,-11.548623,-1.3084189,-12.039544,-1.9664472,-12.553203,-2.6886191,-13.069956,-3.4779787,-13.567187,-4.333453,-14.020513,-5.249405,-14.405068,-6.2153873,-14.696909,-7.2162776,-14.87433,-8.232711,-14.919147,-9.241741,-14.817769,-10.217843,-14.562045,-11.134066,-14.149791,-11.963364,-13.585069,-12.679971,-12.878054,-13.260765,-12.044577,-13.686597,-11.105421,-13.943363,-10.085265,-14.02292,-9.01148,-13.923681,-7.9127116,-13.650886,-6.817503,-13.216514,-5.7528515,-12.638875,-4.7428513,-11.941821,-3.8076065,-11.153722,-2.962275,-10.306144
68,-42,1.1231996,5.2492075,0.7102724,4.353937,0.39870858,3.5252724,0.17761295,2.7917907,0.03145843,2.1773832,-0.058919467,1.7001989,-0.11513363,1.3718764,-0.15993862,1.1971282,-0.21587923,1.1736647,-0.30397663,1.2924837,-0.44252968,1.5384933,-0.6460951,1.8914229,-0.9247154,2.3269858,-1.2834291,2.8182144,-1.7220849,3.3368683,-2.2354858,3.854901,-2.8138301,4.345816,-3.4434285,4.7859073,-4.1076465,5.155286,-4.7880225,5.4386415,-5.4654737,5.6257157,-6.1215158,5.7114487,-6.739453,5.695831,-7.3054075,5.583434,-7.809174,5.38271,-8.244814,5.1050777,-8.610988,4.7638683,-8.910951,4.373192,-9.152276,3.9468443,-9.346271,3.4972622,-9.507148,3.0346186,-9.651002,2.5661712,-9.794646,2.0958097,-9.954393,1.6238943,-10.144835,1.1473813,-10.3777275,0.6602265,-10.661041,0.15402958,-10.998225,-0.38113803,-11.387737,-0.9557087,-11.822905,-1.5795631,-12.292071,-2.260954,-12.779085,-3.0054893,-13.264057,-3.8152542,-13.724375,-4.688136,-14.135901,-5.617433,-14.474294,-6.59167,-14.716392,-7.5948024,-14.841521,-8.606707,-14.83272,-9.603896,-14.677774,-10.560566,-14.370002,-11.449779,-13.908715,-12.244834,-13.299412,-12.920597,-12.553595,-13.454902,-11.688221,-13.829801,-10.72496,-14.032624,-9.689075,-14.056806,-8.6082,-13.90243,-7.510901,-13.576426,-6.425296,-13.092387,-5.3776326,-12.470098,-4.3909726,-11.734675,-3.4841511,-10.915492,-2.6708763,-10.044789
69,-43,0.95956904,4.9681087,0.58300877,4.0865526,0.3046227,3.2794876,0.11215188,2.574556,-0.011075581,1.9944406,-0.085097894,1.5558618,-0.13209361,1.2688912,-0.1750551,1.1366023,-0.23643334,1.1550701,-0.33683923,1.3137418,-0.4938742,1.5961223,-0.7211557,1.9807488,-1.0276027,2.442401,-1.4170042,2.9534569,-1.8879112,3.4853375,-2.4338403,4.0099483,-3.0437815,4.5010304,-3.702983,4.9353747,-4.3939214,5.293787,-5.097472,5.561809,-5.79412,5.730122,-6.4652014,5.7946463,-7.094057,5.756312,-7.667057,5.6205516,-8.174413,5.3965473,-8.610722,5.0962873,-8.975238,4.7334733,-9.271837,4.32241,-9.508658,3.8768914,-9.697488,3.4091911,-9.852881,2.9291887,-9.991117,2.4437604,-10.129005,1.9563738,-10.282669,1.4669796,-10.466346,0.97219,-10.691281,0.465728,-10.964831,-0.060889367,-11.289752,-0.6174937,-11.663815,-1.2142237,-12.0796995,-1.8604695,-12.525206,-2.5638058,-12.983787,-3.329004,-13.435379,-4.157194,-13.857421,-5.045242,-14.226079,-5.985405,-14.517587,-6.9652247,-14.709627,-7.967794,-14.78257,-8.972286,-14.720706,-9.95475,-14.513218,-10.889187,-14.154881,-11.748758,-13.646466,-12.507171,-12.994882,-13.140021,-12.212887,-13.626151,-11.318502,-13.948878,-10.3342,-14.097002,-9.285741,-14.065568,-8.200924,-13.856334,-7.1081433,-13.477905,-6.034998,-12.94545,-5.006906,-12.280178,-4.0458302,-11.508422,-3.1692767,-10.660469,-2.3894672,-9.769151
70,-43,0.8101723,4.697284,0.4687227,3.8321424,0.22182178,3.0491185,0.055900067,2.3748376,-0.04679041,1.8307028,-0.10708133,1.4319615,-0.14762957,1.1870838,-0.19157296,1.0974836,-0.26117772,1.1576092,-0.37655622,1.3553753,-0.5545332,1.6729236,-0.8077178,2.087651,-1.1438471,2.5734622,-1.5654218,3.102157,-2.069669,3.6448908,-2.648807,4.1735954,-3.2906303,4.6623316,-3.9793317,5.0884423,-4.69654,5.4334946,-5.4224997,5.6839294,-6.137314,5.8314075,-6.8221803,5.8728504,-7.4605293,5.8101444,-8.03902,5.649585,-8.548324,5.401082,-8.9836,5.077173,-9.344728,4.691924,-9.636218,4.259807,-9.866784,3.7945986,-10.048688,3.308392,-10.196833,2.8107648,-10.327666,2.3082044,-10.457991,1.8037598,-10.603731,1.2969801,-10.778761,0.7841487,-10.993829,0.25877625,-11.255671,-0.2876796,-11.566384,-0.86492866,-11.923068,-1.4827932,-12.317788,-2.1501513,-12.7378435,-2.8738885,-13.166357,-3.6579366,-13.583128,-4.502477,-13.965699,-5.4033656,-14.290612,-6.3518624,-14.534727,-7.33457,-14.67658,-8.333759,-14.697652,-9.327985,-14.583496,-10.292898,-14.324682,-11.202383,-13.91743,-12.029781,-13.363966,-12.7493,-12.672538,-13.337322,-11.857112,-13.773773,-10.936693,-14.043284,-9.934467,-14.136156,-8.876612,-14.0490675,-7.7909927,-13.785456,-6.7057385,-13.355572,-5.6478443,-12.776138,-4.6418214,-12.069737,-3.7084572,-11.263824,-2.8638785,-10.389524,-2.1187959,-9.480198
71,-43,0.6743205,4.437783,0.36656678,3.591639,0.14931738,2.834951,0.007751312,2.1932487,-0.07688314,1.6866009,-0.12612836,1.3287284,-0.16302961,1.1264716,-0.21077791,1.0795786,-0.2913632,1.1808782,-0.4243127,1.4167781,-0.6255961,1.7680988,-0.90674883,2.2111566,-1.2742723,2.7190447,-1.7293444,3.2630632,-2.267843,3.8141716,-2.8806877,4.3444138,-3.5544825,4.828236,-4.272394,5.2436075,-5.0152307,5.572911,-5.762653,5.8035316,-6.4944296,5.9281497,-7.191667,5.944706,-7.837934,5.856058,-8.420232,5.669366,-8.929721,5.3952556,-9.36216,5.0468,-9.718086,4.6384125,-10.002647,4.184709,-10.225148,3.6994305,-10.398328,3.1944747,-10.53743,2.6791022,-10.659063,2.1594076,-10.780011,1.638021,-10.916001,1.1141003,-11.080542,0.58361363,-11.2838745,0.03987728,-11.532131,-0.5256875,-11.826767,-1.1226459,-12.164238,-1.7604821,-12.536028,-2.447546,-12.9289875,-3.1900241,-13.325941,-3.991006,-13.706617,-4.849735,-14.048716,-5.7610817,-14.329197,-6.7153387,-14.525592,-7.6982145,-14.617349,-8.691226,-14.587065,-9.672369,-14.421575,-10.616974,-14.11284,-11.498884,-13.658521,-12.291714,-13.062227,-12.970224,-12.333525,-13.511676,-11.487513,-13.897124,-10.54411,-14.112571,-9.527131,-14.149848,-8.463066,-14.0072775,-7.379768,-13.689972,-6.304995,-13.209801,-5.26506,-12.584999,-4.2834907,-11.839466,-3.3798392,-11.001713,-2.5688064,-10.103622,-1.8595551,-9.178968
72,-44,0.551258,4.1905694,0.27563575,3.365878,0.08607506,2.6376665,-0.03343361,2.0303013,-0.102570616,1.56245,-0.14350283,1.2462738,-0.17957266,1.0869561,-0.23393132,1.0825764,-0.32820073,1.2243551,-0.4812396,1.497231,-0.7080856,1.8807485,-1.0191377,2.3501987,-1.4196134,2.8779407,-1.9093347,3.4348512,-2.4828134,3.991768,-3.1296718,4.520929,-3.835335,4.997235,-4.581971,5.3993545,-5.3496094,5.7105346,-6.117367,5.9191566,-6.8647323,6.0189543,-7.572771,6.0089016,-8.225244,5.8928366,-8.809534,5.6787896,-9.317339,5.378083,-9.74505,5.004313,-10.093878,4.572218,-10.369631,4.0965395,-10.582213,3.5909562,-10.744841,3.0671513,-10.873085,2.5340633,-10.983721,1.9973819,-11.093495,1.4593173,-11.217939,0.9186499,-11.370185,0.37104455,-11.559976,-0.19036363,-11.792847,-0.774169,-12.069628,-1.3897626,-12.386161,-2.0462801,-12.733388,-2.751529,-13.097736,-3.5109808,-13.461806,-4.326889,-13.805285,-5.1975737,-14.106091,-6.1169486,-14.341648,-7.074365,-14.490202,-8.054688,-14.532148,-9.0387535,-14.451221,-10.004049,-14.235559,-10.925669,-13.878494,-11.777498,-13.379092,-12.533487,-12.742344,-13.169042,-11.979057,-13.662351,-11.105395,-13.995677,-10.1421175,-14.156411,-9.1135845,-14.137954,-8.046498,-13.940278,-6.9686027,-13.570161,-5.907204,-13.041064,-4.887847,-12.372685,-3.9329944,-11.590175,-3.060919,-10.723023,-2.2848527,-9.803785,-1.6123779,-8.866569
73,-44,0.44017023,3.9565184,0.19497593,3.155597,0.031023253,2.4578426,-0.06881918,1.8863884,-0.12508033,1.4584491,-0.16046464,1.1845893,-0.19851843,1.0683163,-0.26226032,1.1060463,-0.37285396,1.2874097,-0.548405,1.5959094,-0.802949,2.009872,-1.145686,2.5036252,-1.580509,3.048871,-2.1058497,3.6161306,-2.7148488,4.1762156,-3.395829,4.7016263,-4.133061,5.167798,-4.907743,5.5541563,-5.699166,5.8448753,-6.4859605,6.029375,-7.2473755,6.10246,-7.964496,6.06417,-8.621328,5.9193277,-9.205686,5.6768208,-9.709836,5.3486605,-10.130843,4.948948,-10.470616,4.492722,-10.735636,3.9948218,-10.936406,3.4688447,-11.086632,2.9262464,-11.202209,2.3756204,-11.300055,1.8222476,-11.3968935,1.2679242,-11.508035,0.7110502,-11.646236,0.1470014,-11.82074,-0.43124592,-12.036518,-1.0322831,-12.293774,-1.6653155,-12.587761,-2.339104,-12.908921,-3.0609024,-13.243311,-3.8354702,-13.573328,-4.664224,-13.878688,-5.5445747,-14.137567,-6.4695024,-14.327905,-7.427467,-14.428703,-8.402542,-14.421321,-9.374923,-14.290666,-10.321678,-14.026169,-11.217736,-13.622534,-12.037097,-13.080204,-12.75412,-12.405501,-13.344934,-11.610426,-13.788726,-10.71214,-14.06899,-9.732144,-14.174576,-8.695255,-14.100466,-7.6283154,-13.848274,-6.558848,-13.426426,-5.513643,-12.849944,-4.517374,-12.139943,-3.5913913,-11.322752,-2.7526078,-10.428766,-2.0127542,-9.491126,-1.3778311,-8.544164
74,-45,0.3401878,3.7364123,0.12358972,2.9614313,-0.01694095,2.295946,-0.09958664,1.7617886,-0.14564294,1.374678,-0.17826171,1.1435449,-0.22110036,1.0702158,-0.29695046,1.1494424,-0.4264291,1.3692949,-0.6268089,1.7118862,-0.91105187,2.1543748,-1.2871051,2.6702,-1.7574943,3.230478,-2.3192399,3.805459,-2.9641025,4.3660088,-3.6791155,4.8849673,-4.4474177,5.3383813,-5.2492766,5.7064953,-6.0632854,5.974462,-6.867639,6.1327777,-7.641408,6.177353,-8.365753,6.1093054,-9.024975,5.934443,-9.607363,5.662502,-10.105804,5.306171,-10.518064,4.880033,-10.846767,4.399398,-11.099091,3.8791814,-11.286142,3.332877,-11.422116,2.7716897,-11.523219,2.2038527,-11.606515,1.6342349,-11.688688,1.0642139,-11.78482,0.4918166,-11.907295,-0.08785871,-12.064864,-0.681979,-12.261929,-1.2991145,-12.498096,-1.9482671,-12.7680645,-2.6378086,-13.061802,-3.374428,-13.365033,-4.162171,-13.660005,-5.001624,-13.926504,-5.8893065,-14.143017,-6.8172956,-14.2880335,-7.773198,-14.34135,-8.740349,-14.285325,-9.698369,-14.10604,-10.623976,-13.794225,-11.492,-13.345939,-12.276632,-12.762984,-12.952731,-12.052949,-13.497199,-11.2289715,-13.890283,-10.309129,-14.116771,-9.315603,-14.166977,-8.273578,-14.037488,-7.2099185,-13.731569,-6.151865,-13.259266,-5.1255655,-12.637139,-4.1547785,-11.887632,-3.2596536,-11.038192,-2.4557242,-10.120044,-1.7531815,-9.166818,-1.156413,-8.212979
75,-45,0.25039577,3.530936,0.060445268,2.783914,-0.05894237,2.152334,-0.12692623,1.6566728,-0.1654834,1.3111013,-0.19812241,1.1229011,-0.24851677,1.0922031,-0.3391388,1.2121124,-0.48997208,1.4691707,-0.7173767,1.8441429,-1.0331748,2.313084,-1.4440099,2.8486185,-1.951002,3.421349,-2.5497463,4.00135,-3.2306163,4.559612,-3.9793725,5.069401,-4.7780495,5.507443,-5.6060195,5.854862,-6.441237,6.097849,-7.2615066,6.2280045,-8.045786,6.2423763,-8.775364,6.143167,-9.434889,5.937171,-10.013175,5.6349616,-10.503779,5.2498918,-10.905186,4.7969933,-11.220767,4.291826,-11.458408,3.7493544,-11.629831,3.1829422,-11.749704,2.6035197,-11.834555,2.0189505,-11.901579,1.4336802,-11.967402,0.8486646,-12.0468855,0.26156545,-12.152037,-0.3327866,-12.291114,-0.9416875,-12.467954,-1.5736694,-12.681596,-2.2375143,-12.926208,-2.9411926,-13.191315,-3.6908205,-13.462348,-4.4897275,-13.721457,-5.337683,-13.948536,-6.2303324,-14.122432,-7.158884,-14.222223,-8.110133,-14.228524,-9.066725,-14.124732,-10.007778,-13.898102,-10.90972,-13.540656,-11.74736,-13.049796,-12.495159,-12.428641,-13.128532,-11.686,-13.625236,-10.83609,-13.966619,-9.897834,-14.138804,-8.893989,-14.133621,-7.8500013,-13.949247,-6.7927113,-13.590599,-5.7489524,-13.069316,-4.7441835,-12.403433,-3.8011434,-11.616688,-2.9387443,-10.737569,-2.171065,-9.79803,-1.5067362,-8.832099,-0.94854695,-7.874296
76,-46,0.1698404,3.3406792,0.004483361,2.6234713,-0.09612013,2.0272543,-0.15202822,1.5710897,-0.18581302,1.2675712,-0.22124587,1.1222985,-0.28192294,1.1337161,-0.3899054,1.2932981,-0.564457,1.5860916,-0.82095003,1.9915682,-1.1700057,2.484747,-1.6169128,3.0375054,-2.161358,3.620023,-2.797495,4.2022767,-3.5143137,4.7554665,-4.2963214,5.253365,-5.1244783,5.6734447,-5.977312,5.997777,-6.8321795,6.213625,-7.666564,6.313743,-8.459366,6.296332,-9.1920595,6.1646852,-9.849696,5.9265814,-10.421674,5.5934224,-10.902242,5.179194,-11.290643,4.699357,-11.591024,4.169693,-11.811988,3.6051834,-11.965877,3.0190365,-12.067826,2.421887,-12.134679,1.8212104,-12.183757,1.2210222,-12.231618,0.6218544,-12.292892,0.021007305,-12.379208,-0.5869461,-12.498334,-1.209417,-12.653559,-1.8548834,-12.843371,-2.5318947,-13.061428,-3.2480063,-13.296852,-4.0087566,-13.534823,-4.816763,-13.757426,-5.670987,-13.9447155,-6.5662236,-14.07593,-7.492842,-14.13078,-8.436875,-14.090733,-9.380337,-13.940227,-10.301895,-13.667707,-11.177766,-13.266481,-11.982805,-12.735268,-12.691817,-12.078462,-13.280847,-11.306047,-13.728547,-10.433222,-14.017444,-9.479704,-14.135033,-8.4687395,-14.074647,-7.4259734,-13.836092,-6.3780785,-13.425907,-5.3514314,-12.8573,-4.3706775,-12.149726,-3.4575088,-11.3281555,-2.6295173,-10.422034,-1.8993145,-9.463963,-1.2739457,-8.488277,-0.7545785,-7.5294423
77,-46,0.097535685,3.1661277,-0.04537493,2.4804263,-0.1296202,1.9208479,-0.17607662,1.504987,-0.20782162,1.2438263,-0.24879678,1.141276,-0.32242587,1.1940929,-0.4502684,1.3921462,-0.65078485,1.7190294,-0.9382875,2.1529791,-1.3221375,2.6680446,-1.8062251,3.235438,-2.3887804,3.8249996,-3.0625,4.4066873,-3.8150055,4.952008,-4.6295714,5.435304,-5.4861183,5.8348727,-6.362382,6.133786,-7.2351737,6.3204327,-8.081723,6.388743,-8.880923,6.3380904,-9.6145,6.1728725,-10.267966,5.9018364,-10.831349,5.537195,-11.299627,5.0935516,-11.672849,4.586763,-11.955939,4.032793,-12.158236,3.446621,-12.292695,2.8412685,-12.374935,2.2270458,-12.422097,1.6110327,-12.4516115,0.99680245,-12.479975,0.38445738,-12.5215645,-0.22906151,-12.587635,-0.84942317,-12.685468,-1.484141,-12.817815,-2.141635,-12.982627,-2.8301973,-13.173087,-3.5569618,-13.377938,-4.3268895,-13.5821495,-5.1418905,-13.767786,-6.0001225,-13.915098,-6.8955636,-14.003758,-7.817782,-14.014142,-8.752085,-13.928596,-9.679905,-13.732606,-10.579543,-13.415817,-11.427053,-12.972816,-12.19742,-12.403595,-12.865853,-11.713784,-13.409097,-10.914488,-13.806768,-10.021844,-14.04259,-9.05625,-14.105481,-8.041365,-13.990306,-7.0029287,-13.698479,-5.967379,-13.238148,-4.960529,-12.62405,-4.006174,-11.877011,-3.12485,-11.023159,-2.3327992,-10.09282,-1.6411195,-9.119151,-1.0552562,-8.136699,-0.5747696,-7.179781
78,-46,0.03247289,3.0076725,-0.09021961,2.3549967,-0.16058616,1.8331418,-0.20023881,1.4581971,-0.23266926,1.2394979,-0.281895,1.1792611,-0.3710736,1.2725651,-0.52117383,1.5077047,-0.7497724,1.8668664,-1.0700521,2.3271112,-1.4900575,2.8615906,-2.0122464,3.4409385,-2.633365,4.0347342,-3.3446567,4.613013,-4.1323786,5.1476564,-4.978606,5.613669,-5.8622675,5.9902353,-6.7603436,6.2614784,-7.649174,6.4169593,-8.505786,6.4518156,-9.30914,6.366605,-10.041266,6.1668234,-10.6882,5.862188,-11.2406435,5.4657006,-11.694345,4.9925456,-12.050182,4.4589515,-12.313894,3.8810372,-12.495545,3.2737346,-12.608721,2.6498542,-12.669515,2.0193665,-12.695352,1.3889276,-12.703769,0.7616599,-12.711175,0.137238,-12.731713,-0.48775232,-12.77624,-1.1192197,-12.851557,-1.7647675,-12.959895,-2.4327366,-13.098687,-3.1311603,-13.260654,-3.8667395,-13.434212,-4.643854,-13.604138,-5.4637084,-13.752525,-6.323684,-13.859858,-7.2169595,-13.906279,-8.132337,-13.872853,-9.054449,-13.742831,-9.964213,-13.502767,-10.839604,-13.143493,-11.656601,-12.66085,-12.390376,-12.056087,-13.016619,-11.3360195,-13.512821,-10.5128145,-13.85963,-9.603463,-14.042017,-8.628976,-14.050324,-7.613336,-13.880975,-6.5822897,-13.536994,-5.5619483,-13.028099,-4.5774813,-12.370512,-3.6517467,-11.586381,-2.8040807,-10.702917,-2.049323,-9.75124,-1.3970281,-8.764971,-0.8510331,-7.7787757,-0.409298,-6.8267226
79,-47,-0.026374936,2.8656025,-0.13114598,2.2472963,-0.19015408,1.7640648,-0.22566053,1.4304456,-0.26148045,1.2541149,-0.32161146,1.2355843,-0.42885277,1.3682756,-0.6034947,1.6389409,-0.8621521,2.0284119,-1.216813,2.5126393,-1.6741568,3.0639582,-2.2351706,3.652497,-2.8951046,4.2476726,-3.643748,4.8196754,-4.466014,5.340852,-5.3428135,5.786944,-6.2521176,6.1380787,-7.170223,6.3794985,-8.0730505,6.5019646,-8.937491,6.5018506,-9.742634,6.380906,-10.470887,6.1457314,-11.108859,5.8069935,-11.647966,5.378457,-12.084784,4.875866,-12.421034,4.315781,-12.663286,3.71444,-12.822345,3.0866964,-12.91243,2.4451203,-12.950094,1.7993146,-12.953045,1.1554965,-12.938914,0.51632637,-12.924018,-0.118952915,-12.922235,-0.75410795,-12.944035,-1.3952787,-12.9957485,-2.0501487,-13.079088,-2.7269661,-13.190985,-3.4334955,-13.323732,-4.1759996,-13.465436,-4.958276,-13.600734,-5.780832,-13.711768,-6.6402907,-13.779301,-7.529054,-13.783976,-8.435201,-13.7075815,-9.34274,-13.534284,-10.232123,-13.251705,-11.081064,-12.85187,-11.865532,-12.331852,-12.560962,-11.694114,-13.143573,-10.946618,-13.5916815,-10.102518,-13.887,-9.179602,-14.015796,-8.199393,-13.96985,-7.186122,-13.747155,-6.165446,-13.352322,-5.1630707,-12.796624,-4.203441,-12.097721,-3.3084054,-11.279017,-2.4960415,-10.368721,-1.7797451,-9.39866,-1.1675076,-8.402838,-0.6615509,-7.415938,-0.25825104,-6.471684
